"","Default","duration","amount","installment","age","history","purpose","foreign","rent"
"848",0,24,1249,4,28,"poor","newcar","foreign","FALSE"
"849",0,9,1364,3,59,"poor","goods/repair","foreign","FALSE"
"850",1,12,709,4,57,"poor","goods/repair","foreign","FALSE"
"851",1,20,2235,4,33,"terrible","newcar","german","TRUE"
"852",0,24,4042,3,43,"terrible","usedcar","foreign","FALSE"
"853",0,15,1471,4,35,"terrible","goods/repair","foreign","FALSE"
"854",1,18,1442,4,32,"good","newcar","foreign","FALSE"
"855",0,36,10875,2,45,"poor","newcar","foreign","FALSE"
"856",0,24,1474,4,33,"poor","newcar","foreign","FALSE"
"857",0,10,894,4,40,"poor","edu","foreign","FALSE"
"858",0,15,3343,4,28,"terrible","goods/repair","foreign","FALSE"
"859",1,15,3959,3,29,"poor","newcar","foreign","FALSE"
"860",0,9,3577,1,26,"poor","newcar","german","TRUE"
"861",0,24,5804,4,27,"terrible","usedcar","foreign","FALSE"
"862",1,18,2169,4,28,"poor","biz","foreign","FALSE"
"863",1,24,2439,4,35,"poor","goods/repair","foreign","FALSE"
"864",0,27,4526,4,32,"terrible","goods/repair","foreign","FALSE"
"865",1,10,2210,2,25,"poor","goods/repair","foreign","TRUE"
"866",0,15,2221,2,20,"poor","goods/repair","foreign","TRUE"
"867",0,18,2389,4,27,"poor","goods/repair","foreign","FALSE"
"868",0,12,3331,2,42,"terrible","goods/repair","foreign","FALSE"
"869",0,36,7409,3,37,"poor","biz","foreign","FALSE"
"870",0,12,652,4,24,"poor","goods/repair","foreign","TRUE"
"871",0,36,7678,2,40,"poor","goods/repair","foreign","FALSE"
"872",0,6,1343,1,46,"terrible","newcar","german","FALSE"
"873",0,24,1382,4,26,"terrible","biz","foreign","FALSE"
"874",0,15,874,4,24,"poor","goods/repair","foreign","FALSE"
"875",0,12,3590,2,29,"poor","goods/repair","foreign","FALSE"
"876",0,11,1322,4,40,"terrible","newcar","foreign","FALSE"
"877",0,18,1940,3,36,"good","goods/repair","foreign","FALSE"
"878",0,36,3595,4,28,"poor","goods/repair","foreign","FALSE"
"879",1,9,1422,3,27,"poor","newcar","foreign","FALSE"
"880",0,30,6742,2,36,"terrible","goods/repair","foreign","FALSE"
"881",0,24,7814,3,38,"poor","usedcar","foreign","FALSE"
"882",0,24,9277,2,48,"poor","usedcar","foreign","FALSE"
"883",0,30,2181,4,36,"terrible","newcar","foreign","FALSE"
"884",0,18,1098,4,65,"terrible","goods/repair","foreign","FALSE"
"885",1,24,4057,3,43,"poor","goods/repair","foreign","FALSE"
"886",1,12,795,4,53,"poor","edu","foreign","FALSE"
"887",0,24,2825,4,34,"terrible","biz","foreign","FALSE"
"888",1,48,15672,2,23,"poor","biz","foreign","FALSE"
"889",0,36,6614,4,34,"terrible","newcar","foreign","FALSE"
"890",0,28,7824,3,40,"good","usedcar","foreign","TRUE"
"891",0,27,2442,4,43,"terrible","biz","foreign","FALSE"
"892",0,15,1829,4,46,"terrible","goods/repair","foreign","FALSE"
"893",0,12,2171,4,38,"terrible","newcar","german","FALSE"
"894",0,36,5800,3,34,"terrible","usedcar","foreign","FALSE"
"895",0,18,1169,4,29,"terrible","goods/repair","foreign","FALSE"
"896",0,36,8947,3,31,"poor","usedcar","foreign","FALSE"
"897",0,21,2606,4,28,"poor","goods/repair","foreign","TRUE"
"898",0,12,1592,3,35,"terrible","goods/repair","german","FALSE"
"899",0,15,2186,1,33,"poor","goods/repair","foreign","TRUE"
"900",1,18,4153,2,42,"poor","goods/repair","foreign","FALSE"
"901",1,16,2625,2,43,"terrible","newcar","foreign","TRUE"
"902",0,20,3485,2,44,"terrible","newcar","foreign","FALSE"
"903",0,36,10477,2,42,"terrible","usedcar","foreign","FALSE"
"904",0,15,1386,4,40,"poor","goods/repair","foreign","TRUE"
"905",0,24,1278,4,36,"poor","goods/repair","foreign","FALSE"
"906",0,12,1107,2,20,"poor","goods/repair","foreign","TRUE"
"907",0,21,3763,2,24,"poor","newcar","german","FALSE"
"908",0,36,3711,2,27,"poor","edu","foreign","FALSE"
"909",0,15,3594,1,46,"poor","usedcar","foreign","FALSE"
"910",0,9,3195,1,33,"poor","newcar","foreign","FALSE"
"911",0,36,4454,4,34,"poor","goods/repair","foreign","FALSE"
"912",1,24,4736,2,25,"terrible","goods/repair","foreign","FALSE"
"913",0,30,2991,2,25,"poor","goods/repair","foreign","FALSE"
"914",0,11,2142,1,28,"poor","biz","foreign","FALSE"
"915",1,24,3161,4,31,"good","biz","foreign","TRUE"
"916",1,48,18424,1,32,"good","biz","german","FALSE"
"917",0,10,2848,1,32,"poor","usedcar","foreign","FALSE"
"918",1,6,14896,1,68,"poor","newcar","foreign","FALSE"
"919",1,24,2359,1,33,"poor","goods/repair","foreign","FALSE"
"920",1,24,3345,4,39,"poor","goods/repair","foreign","TRUE"
"921",0,18,1817,4,28,"terrible","goods/repair","foreign","FALSE"
"922",0,48,12749,4,37,"poor","goods/repair","foreign","FALSE"
"923",1,9,1366,3,22,"poor","goods/repair","foreign","TRUE"
"924",0,12,2002,3,30,"poor","newcar","foreign","TRUE"
"925",1,24,6872,2,55,"good","goods/repair","foreign","FALSE"
"926",1,12,697,4,46,"good","newcar","foreign","FALSE"
"927",0,18,1049,4,21,"terrible","goods/repair","foreign","TRUE"
"928",1,48,10297,4,39,"poor","usedcar","foreign","FALSE"
"929",0,30,1867,4,58,"poor","goods/repair","foreign","FALSE"
"930",0,12,1344,4,43,"poor","newcar","foreign","FALSE"
"931",0,24,1747,4,24,"poor","goods/repair","german","FALSE"
"932",1,9,1670,4,22,"poor","goods/repair","foreign","FALSE"
"933",0,9,1224,3,30,"terrible","newcar","foreign","FALSE"
"934",0,12,522,4,42,"terrible","goods/repair","foreign","FALSE"
"935",0,12,1498,4,23,"poor","goods/repair","foreign","FALSE"
"936",1,30,1919,4,30,"poor","goods/repair","foreign","FALSE"
"937",1,9,745,3,28,"poor","goods/repair","foreign","FALSE"
"938",0,6,2063,4,30,"poor","goods/repair","foreign","TRUE"
"939",1,60,6288,4,42,"poor","edu","foreign","FALSE"
"940",0,24,6842,2,46,"terrible","usedcar","foreign","FALSE"
"941",0,12,3527,2,45,"poor","newcar","foreign","FALSE"
"942",0,10,1546,3,31,"poor","newcar","german","FALSE"
"943",0,24,929,4,31,"poor","goods/repair","foreign","FALSE"
"944",0,4,1455,2,42,"terrible","newcar","foreign","FALSE"
"945",0,15,1845,4,46,"poor","goods/repair","foreign","TRUE"
"946",0,48,8358,1,30,"good","newcar","foreign","FALSE"
"947",1,24,3349,4,30,"good","goods/repair","foreign","FALSE"
"948",0,12,2859,4,38,"poor","newcar","foreign","FALSE"
"949",1,18,1533,4,43,"poor","goods/repair","foreign","FALSE"
"950",1,24,3621,2,31,"poor","goods/repair","foreign","FALSE"
"951",0,18,3590,3,40,"terrible","biz","foreign","FALSE"
"952",1,36,2145,2,24,"poor","biz","foreign","FALSE"
"953",1,24,4113,3,28,"poor","usedcar","foreign","TRUE"
"954",1,36,10974,4,26,"poor","goods/repair","foreign","FALSE"
"955",0,12,1893,4,29,"poor","newcar","foreign","FALSE"
"956",0,24,1231,4,57,"terrible","goods/repair","foreign","TRUE"
"957",0,30,3656,4,49,"terrible","goods/repair","foreign","FALSE"
"958",0,9,1154,2,37,"terrible","goods/repair","foreign","FALSE"
"959",1,28,4006,3,45,"poor","newcar","foreign","FALSE"
"960",0,24,3069,4,30,"poor","goods/repair","foreign","FALSE"
"961",0,6,1740,2,30,"terrible","goods/repair","foreign","TRUE"
"962",0,21,2353,1,47,"poor","newcar","foreign","FALSE"
"963",0,15,3556,3,29,"poor","newcar","foreign","FALSE"
"964",1,24,2397,3,35,"poor","goods/repair","foreign","FALSE"
"965",0,6,454,3,22,"poor","goods/repair","foreign","FALSE"
"966",0,30,1715,4,26,"poor","goods/repair","foreign","FALSE"
"967",1,27,2520,4,23,"terrible","goods/repair","foreign","FALSE"
"968",0,15,3568,4,54,"poor","goods/repair","foreign","TRUE"
"969",0,42,7166,2,29,"poor","goods/repair","foreign","TRUE"
"970",0,11,3939,1,40,"terrible","newcar","foreign","FALSE"
"971",0,15,1514,4,22,"poor","goods/repair","foreign","FALSE"
"972",0,24,7393,1,43,"poor","newcar","foreign","FALSE"
"973",1,24,1193,1,29,"good","newcar","foreign","TRUE"
"974",1,60,7297,4,36,"poor","biz","foreign","TRUE"
"975",0,30,2831,4,33,"terrible","goods/repair","foreign","FALSE"
"976",0,24,1258,3,57,"poor","goods/repair","foreign","FALSE"
"977",0,6,753,2,64,"poor","goods/repair","foreign","FALSE"
"978",0,18,2427,4,42,"poor","biz","foreign","FALSE"
"979",1,24,2538,4,47,"poor","newcar","foreign","FALSE"
"980",1,15,1264,2,25,"good","newcar","foreign","TRUE"
"981",1,30,8386,2,49,"terrible","goods/repair","foreign","FALSE"
"982",1,48,4844,3,33,"poor","biz","foreign","TRUE"
"983",0,21,2923,1,28,"poor","newcar","foreign","FALSE"
"984",1,36,8229,2,26,"poor","usedcar","foreign","FALSE"
"985",0,24,2028,2,30,"terrible","goods/repair","foreign","FALSE"
"986",0,15,1433,4,25,"terrible","goods/repair","foreign","TRUE"
"987",0,42,6289,2,33,"good","biz","foreign","FALSE"
"988",0,13,1409,2,64,"poor","goods/repair","foreign","FALSE"
"989",0,24,6579,4,29,"poor","usedcar","foreign","FALSE"
"990",0,24,1743,4,48,"terrible","goods/repair","foreign","FALSE"
"991",0,12,3565,2,37,"terrible","edu","foreign","FALSE"
"992",0,15,1569,4,34,"good","goods/repair","foreign","FALSE"
"993",0,18,1936,2,23,"poor","goods/repair","foreign","TRUE"
"994",0,36,3959,4,30,"poor","goods/repair","foreign","FALSE"
"995",0,12,2390,4,50,"poor","newcar","foreign","FALSE"
"996",0,12,1736,3,31,"poor","goods/repair","foreign","FALSE"
"997",0,30,3857,4,40,"poor","usedcar","foreign","FALSE"
"998",0,12,804,4,38,"poor","goods/repair","foreign","FALSE"
"999",1,45,1845,4,23,"poor","goods/repair","foreign","FALSE"
"1000",0,45,4576,3,27,"terrible","usedcar","foreign","FALSE"
