"","booking.status","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","car.parking.space","lead.time","repeated","P.C","P.not.C","average.price","special.requests","day","month","year","type.of.meal_Meal Plan 2","type.of.meal_Meal Plan 3","type.of.meal_Not Selected","room.type_Room_Type 2","room.type_Room_Type 3","room.type_Room_Type 4","room.type_Room_Type 5","room.type_Room_Type 6","room.type_Room_Type 7","market.segment.type_Complementary","market.segment.type_Corporate","market.segment.type_Offline","market.segment.type_Online"
"19125",0,2,0,2,1,0,67,0,0,0,76.16,1,26,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19126",1,2,0,1,1,0,209,0,0,0,90,1,27,8,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19127",0,2,0,2,1,0,53,0,0,0,67.5,1,12,3,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19128",0,1,0,0,1,0,0,0,0,0,65,0,21,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19129",0,1,0,0,2,0,102,0,0,0,87,0,16,10,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19130",0,1,0,2,4,0,327,0,0,0,0,0,9,9,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
"19131",0,2,0,0,2,0,69,0,0,0,106,0,22,9,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19132",0,3,0,0,1,0,88,0,0,0,150.3,1,19,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19133",0,2,0,2,1,0,1,0,0,0,136,0,4,10,2017,0,0,0,0,0,1,0,0,0,0,0,0,1
"19134",0,1,0,0,3,0,74,0,0,0,109.28,1,16,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19135",0,2,0,1,2,0,133,0,0,0,84.33,1,11,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19136",1,2,0,0,2,0,265,0,0,0,115,1,24,6,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19137",1,3,0,1,3,0,153,0,0,0,134.3,2,21,7,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19138",1,3,0,0,3,0,117,0,0,0,146.7,0,14,7,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19139",0,1,0,0,3,0,335,0,0,0,80,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19140",0,2,1,2,1,0,61,0,0,0,90,0,26,11,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19141",0,1,0,0,2,0,164,0,0,0,100,0,2,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"19142",1,1,0,0,1,0,443,0,0,0,60,0,29,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19143",0,2,0,0,1,0,0,0,0,0,0,1,22,3,2018,0,0,0,0,0,0,0,0,0,1,0,0,0
"19144",1,1,0,1,2,0,253,0,0,0,140.4,1,7,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19145",0,2,0,0,3,0,67,0,0,0,116.1,1,9,6,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19146",0,2,2,0,1,0,20,0,0,0,231,1,6,7,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19147",0,1,0,0,2,0,164,0,0,0,100,0,2,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"19148",0,2,2,0,3,0,117,0,0,0,177.3,2,5,5,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19149",0,2,0,2,3,0,15,0,0,0,124,2,20,9,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19150",0,2,0,0,3,0,18,1,0,1,123.33,1,10,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19151",0,1,0,2,0,0,3,0,0,0,65,0,18,10,2017,0,0,0,0,0,0,0,0,0,0,1,0,0
"19152",0,2,2,1,4,0,134,0,0,0,176.45,1,1,8,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19153",1,2,0,0,2,0,320,0,0,0,115,1,18,8,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19154",0,2,0,0,1,0,0,0,0,0,54.31,0,28,11,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19155",0,2,0,1,2,0,24,0,0,0,107,0,19,9,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"19156",1,2,0,2,1,0,252,0,0,0,106.3,0,15,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19157",0,1,0,0,2,0,151,0,0,0,71,0,19,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19158",1,2,2,0,3,0,5,0,0,0,83.03,0,11,2,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"19159",0,2,0,0,1,0,4,0,0,0,75,2,27,9,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19160",0,2,0,0,2,0,68,0,0,0,48,0,29,9,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"19161",1,3,0,0,2,0,209,0,0,0,133.2,0,19,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19162",0,2,0,0,1,0,7,0,0,0,107,0,21,5,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"19163",0,2,0,1,0,0,2,0,0,0,64.08,0,28,3,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19164",0,3,0,1,2,0,97,0,0,0,150.3,1,5,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19165",0,2,0,0,3,0,88,0,0,0,117,1,3,5,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19166",1,2,1,2,4,0,90,0,0,0,135.9,1,4,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19167",0,2,0,0,2,0,30,0,0,0,121,0,30,9,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19168",0,2,1,0,3,0,99,0,0,0,90.63,0,5,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19169",0,2,0,1,0,0,0,0,0,0,115,1,10,8,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19170",1,1,0,0,4,0,236,0,0,0,81.16,1,27,9,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19171",0,2,0,1,2,0,64,0,0,0,75,0,18,11,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19172",0,2,0,1,1,0,35,0,0,0,148.6,2,15,10,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"19173",1,2,0,0,1,0,443,0,0,0,65,0,29,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19174",1,3,0,2,1,0,176,0,0,0,137.7,2,6,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19175",1,1,0,0,3,0,113,0,0,0,100,0,31,5,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19176",1,2,0,1,2,0,153,0,0,0,88.01,0,2,5,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19177",0,1,0,1,4,0,150,0,0,0,80,0,18,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19178",0,2,0,1,3,0,99,0,0,0,141.75,2,18,7,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"19179",1,2,0,2,0,0,146,0,0,0,95,0,24,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19180",1,1,0,0,1,0,182,0,0,0,120,1,12,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19181",0,2,0,1,3,0,63,0,0,0,88.4,1,17,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19182",1,2,0,2,2,0,19,0,0,0,139,0,20,8,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19183",0,1,0,0,2,0,5,0,0,0,80,0,24,2,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19184",1,2,0,2,0,0,75,0,0,0,105,0,30,10,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19185",0,2,0,0,1,0,5,0,0,0,0,2,26,10,2018,0,0,0,0,0,0,1,0,0,1,0,0,0
"19186",0,2,0,1,2,0,224,0,0,0,86.62,1,1,8,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"19187",0,2,0,0,1,0,0,0,0,0,73,1,30,11,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19188",0,2,0,1,1,1,120,0,0,0,103.5,1,2,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19189",0,2,1,0,4,0,44,0,0,0,152.1,1,17,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19190",1,2,0,2,4,0,224,0,0,0,114.9,1,4,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19191",0,2,0,2,4,0,93,0,0,0,84,0,2,7,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19192",0,2,0,2,1,0,11,0,0,0,90.33,1,6,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19193",1,2,0,2,3,0,143,0,0,0,100.3,0,2,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19194",0,2,0,2,2,0,59,0,0,0,78.35,1,3,7,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19195",0,2,0,2,2,0,92,0,0,0,72.49,1,18,3,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19196",0,2,0,2,2,0,76,0,0,0,90.95,1,8,5,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"19197",0,1,0,2,1,0,10,0,0,0,149,0,2,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19198",1,2,0,1,1,0,174,0,0,0,70,0,10,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"19199",0,1,0,0,1,0,1,0,0,0,79,0,13,2,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19200",0,2,0,4,7,0,16,0,0,0,67.81,0,10,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19201",1,1,0,2,1,0,1,0,0,0,60,0,28,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19202",1,2,0,1,3,0,250,0,0,0,95,0,26,9,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19203",0,2,0,0,2,0,315,0,0,0,52,0,2,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19204",0,2,0,1,3,0,41,0,0,0,117.9,1,31,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19205",1,2,0,2,1,0,110,0,0,0,94.5,0,25,7,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19206",0,2,1,1,3,0,1,0,0,0,129,2,21,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19207",0,1,0,1,0,0,180,0,0,0,98.1,1,10,10,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19208",1,2,0,0,2,0,211,0,0,0,67.5,1,18,11,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19209",0,2,0,0,2,0,56,0,0,0,82,0,17,9,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19210",0,2,0,2,1,0,145,0,0,0,65,0,3,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19211",0,2,0,0,2,0,22,0,0,0,140,0,20,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19212",0,1,0,1,2,0,82,0,0,0,81.9,1,1,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19213",1,2,1,1,3,0,172,0,0,0,114.75,2,1,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19214",1,2,0,0,2,0,70,0,0,0,149.4,0,15,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19215",0,2,0,2,5,0,95,0,0,0,86.36,0,29,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19216",0,2,0,1,2,0,215,0,0,0,96.3,2,8,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19217",0,2,0,1,2,0,57,0,0,0,90.67,1,10,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19218",0,2,0,2,5,0,104,0,0,0,71.9,1,23,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19219",0,2,0,2,3,0,41,0,0,0,127.83,2,30,4,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"19220",0,1,0,0,3,0,37,0,0,0,95,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19221",0,2,1,0,3,0,49,0,0,0,156.6,2,8,12,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19222",0,2,0,0,4,0,93,0,0,0,89.25,1,7,10,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19223",0,2,0,1,3,0,130,0,0,0,84.15,0,18,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19224",1,1,0,2,4,0,69,0,0,0,120,0,12,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19225",1,1,0,2,1,0,116,0,0,0,61,0,28,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19226",0,2,1,0,2,0,54,0,0,0,121.68,1,9,9,2018,0,0,1,0,0,0,0,0,0,0,0,1,0
"19227",0,2,0,0,3,0,8,0,0,0,110.46,1,30,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19228",1,2,0,0,3,0,8,0,0,0,103.69,0,16,8,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19229",0,2,0,0,2,0,0,0,0,0,154,0,27,7,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19230",0,2,0,1,2,0,54,0,0,0,149.4,2,19,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19231",1,2,0,2,3,0,18,0,0,0,89,1,30,8,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19232",1,2,0,0,3,0,18,0,0,0,109,0,17,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19233",0,2,0,2,1,0,80,0,0,0,75,0,3,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19234",1,3,0,0,3,0,52,0,0,0,131.4,1,22,3,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19235",0,2,0,4,8,0,159,1,0,1,146.2,2,22,12,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19236",0,2,0,0,3,0,101,0,0,0,80.75,2,17,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19237",0,1,0,2,2,0,59,0,0,0,93.5,1,19,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19238",1,0,2,0,2,0,9,0,0,0,119.5,0,18,5,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"19239",0,3,0,2,2,0,67,0,0,0,119,1,4,12,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19240",0,3,0,0,2,0,9,0,0,0,177,2,17,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19241",0,2,0,0,3,0,6,0,0,0,106.33,1,10,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19242",1,1,0,2,4,0,245,0,0,0,110,0,6,7,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19243",0,1,0,1,2,0,31,0,0,0,70,0,16,9,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19244",0,2,1,1,2,0,103,0,0,0,108.34,1,11,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19245",0,2,0,0,2,0,39,0,0,0,75.8,1,19,2,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19246",1,2,1,0,2,0,311,0,0,0,112.5,1,30,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19247",0,2,0,0,1,0,5,0,0,0,124,2,15,8,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19248",0,2,0,0,1,0,0,0,0,0,109,0,16,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19249",1,2,0,2,10,0,310,0,0,0,68.57,2,27,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19250",1,2,0,0,2,0,257,0,0,0,101.5,0,1,7,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19251",1,2,0,0,1,0,23,0,0,0,89,0,23,6,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19252",0,2,0,0,2,0,8,0,0,0,67,0,2,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19253",0,2,0,0,1,0,35,0,0,0,113.4,1,18,11,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19254",1,1,0,0,2,0,377,0,0,0,90,0,14,10,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19255",0,1,0,0,1,0,37,0,0,0,116.1,0,13,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19256",0,2,0,0,3,0,36,0,0,0,64,0,11,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19257",1,2,0,1,1,0,218,0,0,0,69.33,0,13,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19258",1,2,0,1,2,0,273,0,0,0,95,0,13,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19259",0,2,0,0,1,0,56,0,0,0,120,0,8,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19260",1,2,0,2,5,0,197,0,0,0,97.02,0,23,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19261",1,2,2,2,4,0,228,0,0,0,136.19,1,29,12,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19262",1,1,0,0,2,0,188,0,0,0,130,0,15,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19263",1,2,0,1,2,0,305,0,0,0,89,0,4,11,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19264",0,1,0,0,2,0,14,0,0,0,80.08,0,31,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19265",1,1,0,0,2,0,103,0,0,0,115,0,19,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19266",1,2,0,2,1,0,220,0,0,0,172,0,17,9,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19267",0,2,0,2,3,0,24,0,0,0,94.86,1,25,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19268",0,2,0,1,0,0,0,0,0,0,89,0,9,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19269",0,2,0,0,2,0,53,0,0,0,135.9,3,9,9,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19270",1,2,0,2,1,0,92,0,0,0,100,0,26,3,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19271",0,2,0,2,1,0,44,0,0,0,95,1,23,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19272",0,2,0,1,2,0,101,0,0,0,100.2,4,24,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19273",1,2,0,2,1,0,79,0,0,0,126.9,0,30,4,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19274",1,2,0,1,2,0,160,0,0,0,129,1,17,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19275",0,2,0,1,2,0,118,0,0,0,96.3,1,27,6,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19276",0,2,0,0,2,0,30,0,0,0,116.1,1,11,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19277",1,2,0,0,4,0,323,0,0,0,112,1,17,5,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19278",0,2,0,1,3,0,183,0,0,0,96.3,1,20,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19279",1,2,0,2,2,0,40,0,0,0,185.28,0,30,12,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19280",0,2,0,0,2,0,111,0,0,0,127.8,0,11,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19281",0,2,0,2,2,0,47,0,0,0,58.94,2,31,1,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19282",1,2,0,2,3,0,153,0,0,0,143.1,0,24,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19283",0,2,0,0,1,0,20,0,0,0,104,1,25,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19284",1,1,0,0,2,0,188,0,0,0,130,0,15,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19285",0,2,0,1,3,0,53,0,0,0,88.4,0,21,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19286",0,2,0,1,2,0,124,0,0,0,80.75,0,9,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19287",0,2,0,0,3,0,38,0,0,0,116.65,1,11,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19288",0,2,0,2,4,0,82,0,0,0,114.3,1,1,7,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19289",1,2,0,0,4,0,233,0,0,0,81.81,1,17,8,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
"19290",0,1,0,0,3,0,66,0,0,0,93.6,3,3,11,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19291",0,2,0,0,2,0,39,0,0,0,101.5,0,14,8,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19292",1,2,0,1,5,0,107,0,0,0,141,0,11,7,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
"19293",0,3,0,0,1,0,71,1,0,32,0,4,15,10,2018,0,0,0,0,0,0,0,0,1,1,0,0,0
"19294",1,2,0,0,4,0,112,0,0,0,76.5,0,22,7,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19295",1,1,0,1,2,0,180,0,0,0,120,0,10,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19296",0,3,0,0,2,0,30,0,0,0,98.1,0,30,11,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19297",0,1,0,2,1,0,116,0,0,0,85,0,28,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19298",0,2,0,1,3,0,5,0,0,0,109,1,14,3,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19299",0,2,0,0,1,0,3,0,0,0,107,1,5,11,2017,0,0,0,0,0,0,0,0,0,0,0,0,1
"19300",0,2,0,2,2,0,204,0,0,0,72.75,0,9,10,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
"19301",1,2,2,2,2,0,125,0,0,0,210.6,1,2,9,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
"19302",0,1,0,0,3,0,37,0,0,0,95,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19303",1,2,0,0,3,0,105,0,0,0,75,0,12,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19304",1,3,0,2,2,0,38,0,0,0,151.47,0,19,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19305",0,2,1,0,2,1,91,0,0,0,148.5,1,3,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19306",1,2,1,1,1,0,119,0,0,0,109.8,0,24,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19307",0,2,2,2,0,0,22,0,0,0,177,0,27,12,2017,0,0,0,0,0,0,0,1,0,0,0,0,1
"19308",0,1,0,0,2,0,99,0,0,0,80.5,0,19,2,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19309",0,2,0,2,3,0,1,0,0,0,156,1,16,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19310",0,2,0,0,1,0,39,0,0,0,65,0,27,12,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19311",1,2,0,0,2,0,345,0,0,0,78.3,2,20,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19312",1,2,0,1,0,0,93,0,0,0,116.1,0,2,5,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19313",1,2,0,0,4,0,163,0,0,0,104.4,2,26,10,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19314",0,2,0,3,6,0,87,0,0,0,72.25,0,11,7,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19315",0,2,0,0,2,0,96,0,0,0,82.45,0,11,8,2018,0,0,0,0,0,1,0,0,0,0,0,1,0
"19316",0,2,0,2,2,0,110,0,0,0,118.06,0,3,7,2018,1,0,0,0,0,1,0,0,0,0,0,1,0
"19317",1,2,0,1,1,0,31,0,0,0,107.1,0,20,6,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19318",1,2,1,2,5,0,132,0,0,0,100.3,0,8,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19319",1,2,1,0,2,0,31,0,0,0,152.1,1,3,8,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19320",1,1,0,0,2,0,102,0,0,0,87,0,16,10,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19321",0,2,0,1,2,0,1,0,0,0,85,0,12,2,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19322",1,1,0,2,4,0,69,0,0,0,120,0,12,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19323",0,2,0,0,2,0,67,0,0,0,81.9,2,20,11,2017,0,0,0,0,0,1,0,0,0,0,0,0,1
"19324",0,2,0,1,4,0,187,0,0,0,80.75,0,12,9,2018,0,0,0,1,0,0,0,0,0,0,0,1,0
"19325",0,1,0,1,4,0,0,0,0,0,95,2,14,11,2018,0,0,0,0,0,0,0,0,0,0,1,0,0
"19326",0,2,0,0,2,0,9,0,0,0,243,2,7,10,2018,1,0,0,0,0,1,0,0,0,0,0,0,1
"19327",0,2,0,1,3,0,252,0,0,0,53.47,1,29,12,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19328",0,1,0,0,3,0,37,0,0,0,95,0,13,10,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19329",1,2,1,0,3,0,184,0,0,0,125.1,0,4,10,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19330",1,2,0,2,2,0,169,0,0,0,106,0,22,4,2018,1,0,0,0,0,0,0,0,0,0,0,1,0
"19331",0,2,0,1,1,0,5,0,0,0,90,0,19,10,2017,0,0,0,0,0,0,0,1,0,0,1,0,0
"19332",1,1,0,0,2,0,103,0,0,0,115,0,19,4,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19333",0,2,0,0,3,0,12,0,0,0,65,0,5,8,2017,0,0,0,0,0,0,0,0,0,0,1,0,0
"19334",1,2,0,0,2,0,28,0,0,0,149.4,1,24,8,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19335",0,2,1,0,2,0,0,0,0,0,81,2,7,8,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
"19336",0,2,0,0,2,0,11,0,0,0,115,0,15,4,2018,0,0,1,0,0,0,0,0,0,0,0,0,1
"19337",1,2,0,0,3,0,213,0,0,0,130,0,7,6,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19338",0,1,0,1,4,0,150,0,0,0,80,0,18,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19339",0,1,0,0,1,0,0,0,0,0,45,0,7,1,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19340",0,1,0,0,1,0,9,0,0,0,114,1,7,12,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19341",0,2,0,0,2,0,74,0,0,0,101.5,0,18,9,2017,1,0,0,0,0,0,0,0,0,0,0,1,0
"19342",0,2,0,1,1,0,180,0,0,0,100,1,2,5,2018,0,0,0,0,0,0,0,0,0,0,0,1,0
"19343",0,2,0,2,4,0,22,0,0,0,159,2,24,9,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
"19344",0,1,0,1,1,0,89,0,0,0,96,2,10,12,2018,0,0,0,0,0,0,0,0,0,0,0,0,1
"19345",0,2,0,1,4,0,51,0,0,0,67.5,0,8,7,2017,0,0,0,0,0,0,0,0,0,0,0,1,0
